ORIGIN,DESTINATION,count,reverse_count,round_trips,ROUTE
BWI,ISP,342,336,336,BWI-ISP
ISP,BWI,336,342,336,ISP-BWI
MCI,CLT,336,338,336,MCI-CLT
CLT,MCI,338,336,336,CLT-MCI
PHX,IND,335,338,335,PHX-IND
CLT,GNV,337,335,335,CLT-GNV
CLL,DFW,335,335,335,CLL-DFW
IND,PHX,338,335,335,IND-PHX
DFW,CLL,335,335,335,DFW-CLL
ATL,DAY,335,335,335,ATL-DAY
DAY,ATL,335,335,335,DAY-ATL
GNV,CLT,335,337,335,GNV-CLT
ATL,SBN,335,334,334,ATL-SBN
JFK,DTW,334,335,334,JFK-DTW
SBN,ATL,334,335,334,SBN-ATL
DTW,JFK,335,334,334,DTW-JFK
SEA,RNO,335,333,333,SEA-RNO
RNO,SEA,333,335,333,RNO-SEA
DFW,ACT,335,333,333,DFW-ACT
CLT,EYW,333,334,333,CLT-EYW
PHL,GSO,334,333,333,PHL-GSO
VPS,CLT,333,334,333,VPS-CLT
CVG,MCO,333,333,333,CVG-MCO
EYW,CLT,334,333,333,EYW-CLT
GSO,PHL,333,334,333,GSO-PHL
ACT,DFW,333,335,333,ACT-DFW
CLT,VPS,334,333,333,CLT-VPS
MCO,CVG,333,333,333,MCO-CVG
IND,RSW,332,332,332,IND-RSW
RSW,IND,332,332,332,RSW-IND
GEG,SLC,332,332,332,GEG-SLC
SBP,PHX,338,332,332,SBP-PHX
PHX,SBP,332,338,332,PHX-SBP
SLC,GEG,332,332,332,SLC-GEG
VPS,DFW,332,335,332,VPS-DFW
DFW,VPS,335,332,332,DFW-VPS
ELP,DAL,333,331,331,ELP-DAL
DAL,ELP,331,333,331,DAL-ELP
BUR,DEN,332,330,330,BUR-DEN
DAL,BWI,330,335,330,DAL-BWI
PVD,CLT,330,332,330,PVD-CLT
CLT,PVD,332,330,330,CLT-PVD
DTW,SBN,333,330,330,DTW-SBN
SBN,DTW,330,333,330,SBN-DTW
BWI,DAL,335,330,330,BWI-DAL
DEN,BUR,330,332,330,DEN-BUR
AUS,IAD,329,330,329,AUS-IAD
JFK,RSW,332,329,329,JFK-RSW
TVC,DTW,329,329,329,TVC-DTW
IAD,AUS,330,329,329,IAD-AUS
DTW,TVC,329,329,329,DTW-TVC
RSW,JFK,329,332,329,RSW-JFK
TYR,DFW,328,330,328,TYR-DFW
DFW,LFT,329,328,328,DFW-LFT
LFT,DFW,328,329,328,LFT-DFW
DFW,TYR,330,328,328,DFW-TYR
CLE,MCO,328,327,327,CLE-MCO
MCO,CLE,327,328,327,MCO-CLE
MDW,CLE,328,326,326,MDW-CLE
ABQ,LAS,326,328,326,ABQ-LAS
BUF,BWI,333,326,326,BUF-BWI
FAR,DEN,326,327,326,FAR-DEN
CLE,MDW,326,328,326,CLE-MDW
FLG,PHX,326,328,326,FLG-PHX
LAS,ABQ,328,326,326,LAS-ABQ
PHX,FLG,328,326,326,PHX-FLG
DEN,FAR,327,326,326,DEN-FAR
BWI,BUF,326,333,326,BWI-BUF
IAD,CMH,325,325,325,IAD-CMH
CMH,IAD,325,325,325,CMH-IAD
SFO,SBP,331,324,324,SFO-SBP
CHO,ORD,324,326,324,CHO-ORD
CLT,XNA,327,324,324,CLT-XNA
ORD,CHO,326,324,324,ORD-CHO
XNA,CLT,324,327,324,XNA-CLT
HOU,STL,324,327,324,HOU-STL
CMH,JFK,326,324,324,CMH-JFK
STL,HOU,327,324,324,STL-HOU
JFK,CMH,324,326,324,JFK-CMH
SBP,SFO,324,331,324,SBP-SFO
SFO,EUG,323,324,323,SFO-EUG
MLU,ATL,323,323,323,MLU-ATL
ATL,MLU,323,323,323,ATL-MLU
EUG,SFO,324,323,323,EUG-SFO
PWM,LGA,322,323,322,PWM-LGA
ROC,EWR,326,322,322,ROC-EWR
SFO,FAT,324,322,322,SFO-FAT
DAL,AMA,323,322,322,DAL-AMA
FAT,SFO,322,324,322,FAT-SFO
EWR,ROC,322,326,322,EWR-ROC
LGA,PWM,323,322,322,LGA-PWM
PHL,BGR,325,322,322,PHL-BGR
BGR,PHL,322,325,322,BGR-PHL
DEN,BIS,322,322,322,DEN-BIS
AMA,DAL,322,323,322,AMA-DAL
BIS,DEN,322,322,322,BIS-DEN
DFW,SJC,321,321,321,DFW-SJC
PHL,SCE,322,321,321,PHL-SCE
SJC,DFW,321,321,321,SJC-DFW
SCE,PHL,321,322,321,SCE-PHL
AEX,ATL,320,320,320,AEX-ATL
ORD,AVP,321,320,320,ORD-AVP
ATL,AEX,320,320,320,ATL-AEX
ISN,DEN,320,321,320,ISN-DEN
AVP,ORD,320,321,320,AVP-ORD
DEN,ISN,321,320,320,DEN-ISN
HOU,CRP,319,319,319,HOU-CRP
JAX,BWI,319,323,319,JAX-BWI
CRP,HOU,319,319,319,CRP-HOU
BWI,JAX,323,319,319,BWI-JAX
SLC,MCO,319,320,319,SLC-MCO
TYS,DTW,319,320,319,TYS-DTW
MCO,ALB,319,319,319,MCO-ALB
IAD,CLE,319,324,319,IAD-CLE
ALB,MCO,319,319,319,ALB-MCO
GEG,BOI,319,321,319,GEG-BOI
CLE,IAD,324,319,319,CLE-IAD
DTW,TYS,320,319,319,DTW-TYS
BOI,GEG,321,319,319,BOI-GEG
MCO,SLC,320,319,319,MCO-SLC
BWI,ORF,319,318,318,BWI-ORF
TUL,DAL,321,318,318,TUL-DAL
ORF,BWI,318,319,318,ORF-BWI
DAL,TUL,318,321,318,DAL-TUL
MRY,LAX,317,320,317,MRY-LAX
LAX,MRY,320,317,317,LAX-MRY
CMI,ORD,316,316,316,CMI-ORD
ORD,CMI,316,316,316,ORD-CMI
RDM,SFO,318,316,316,RDM-SFO
SFO,RDM,316,318,316,SFO-RDM
ONT,DEN,316,317,316,ONT-DEN
DAL,SJC,316,331,316,DAL-SJC
SJC,DAL,331,316,316,SJC-DAL
DEN,ONT,317,316,316,DEN-ONT
HPN,CLT,316,320,316,HPN-CLT
CLT,HPN,320,316,316,CLT-HPN
RDM,PDX,315,321,315,RDM-PDX
BWI,MSY,315,316,315,BWI-MSY
RNO,SJC,315,318,315,RNO-SJC
BDL,DTW,315,315,315,BDL-DTW
DTW,BDL,315,315,315,DTW-BDL
DAY,DFW,316,315,315,DAY-DFW
DFW,DAY,315,316,315,DFW-DAY
HNL,JHM,322,315,315,HNL-JHM
SJC,RNO,318,315,315,SJC-RNO
PDX,RDM,321,315,315,PDX-RDM
JHM,HNL,315,322,315,JHM-HNL
MSY,BWI,316,315,315,MSY-BWI
LNK,ORD,314,320,314,LNK-ORD
DFW,LRD,314,314,314,DFW-LRD
LRD,DFW,314,314,314,LRD-DFW
ORD,LNK,320,314,314,ORD-LNK
GSO,EWR,315,314,314,GSO-EWR
SYR,EWR,314,318,314,SYR-EWR
EWR,GSO,314,315,314,EWR-GSO
EWR,SYR,318,314,314,EWR-SYR
CMH,DFW,314,313,313,CMH-DFW
SRQ,CLT,313,313,313,SRQ-CLT
MDW,OMA,313,318,313,MDW-OMA
DCA,PIT,314,313,313,DCA-PIT
PIT,DCA,313,314,313,PIT-DCA
DFW,CMH,313,314,313,DFW-CMH
OMA,MDW,318,313,313,OMA-MDW
CLT,SRQ,313,313,313,CLT-SRQ
DTW,LEX,313,312,312,DTW-LEX
LEX,DTW,312,313,312,LEX-DTW
LIT,CLT,311,313,311,LIT-CLT
DTW,DAY,311,312,311,DTW-DAY
DAY,DTW,312,311,311,DAY-DTW
IAH,OMA,315,311,311,IAH-OMA
OMA,IAH,311,315,311,OMA-IAH
CLT,LIT,313,311,311,CLT-LIT
EWR,PWM,312,310,310,EWR-PWM
MCO,MCI,319,310,310,MCO-MCI
PWM,EWR,310,312,310,PWM-EWR
MCI,MCO,310,319,310,MCI-MCO
LIH,OGG,309,309,309,LIH-OGG
ALB,DCA,309,315,309,ALB-DCA
DCA,ALB,315,309,309,DCA-ALB
OGG,LIH,309,309,309,OGG-LIH
LGA,IAD,308,311,308,LGA-IAD
SFO,KOA,310,308,308,SFO-KOA
BUF,CLT,308,308,308,BUF-CLT
CLT,BUF,308,308,308,CLT-BUF
CLT,MOB,314,308,308,CLT-MOB
KOA,SFO,308,310,308,KOA-SFO
IAD,LGA,311,308,308,IAD-LGA
MOB,CLT,308,314,308,MOB-CLT
CMH,DEN,308,307,307,CMH-DEN
MSP,PIT,307,307,307,MSP-PIT
BOI,LAX,307,309,307,BOI-LAX
DEN,CMH,307,308,307,DEN-CMH
PIT,MSP,307,307,307,PIT-MSP
LAX,BOI,309,307,307,LAX-BOI
MSP,ATW,307,306,306,MSP-ATW
ATW,MSP,306,307,306,ATW-MSP
SYR,DTW,306,308,306,SYR-DTW
MSP,CLE,308,306,306,MSP-CLE
DTW,SYR,308,306,306,DTW-SYR
CLE,MSP,306,308,306,CLE-MSP
LGA,RSW,305,305,305,LGA-RSW
YKM,SEA,305,305,305,YKM-SEA
SEA,YKM,305,305,305,SEA-YKM
RSW,LGA,305,305,305,RSW-LGA
HOU,OKC,304,308,304,HOU-OKC
SEA,BUR,304,304,304,SEA-BUR
BRO,IAH,304,305,304,BRO-IAH
IAH,BRO,305,304,304,IAH-BRO
BUR,SEA,304,304,304,BUR-SEA
OKC,HOU,308,304,304,OKC-HOU
PBI,ORD,303,305,303,PBI-ORD
DEN,FAT,303,305,303,DEN-FAT
FAT,DEN,305,303,303,FAT-DEN
DTW,ALB,303,303,303,DTW-ALB
ORD,PBI,305,303,303,ORD-PBI
DTW,DSM,303,304,303,DTW-DSM
ALB,DTW,303,303,303,ALB-DTW
DSM,DTW,304,303,303,DSM-DTW
DEN,SBA,303,304,303,DEN-SBA
SBA,DEN,304,303,303,SBA-DEN
ROC,DTW,303,302,302,ROC-DTW
MCI,STL,307,302,302,MCI-STL
STL,MCI,302,307,302,STL-MCI
IAH,LBB,302,302,302,IAH-LBB
PIT,DEN,302,305,302,PIT-DEN
DCA,HSV,302,303,302,DCA-HSV
HSV,DCA,303,302,302,HSV-DCA
LBB,IAH,302,302,302,LBB-IAH
DEN,PIT,305,302,302,DEN-PIT
DTW,ROC,302,303,302,DTW-ROC
OKC,PHX,301,303,301,OKC-PHX
PHX,OKC,303,301,301,PHX-OKC
DEN,CPR,302,301,301,DEN-CPR
RIC,IAD,301,303,301,RIC-IAD
IAD,RIC,303,301,301,IAD-RIC
COU,ORD,301,304,301,COU-ORD
SFO,FLL,301,303,301,SFO-FLL
CPR,DEN,301,302,301,CPR-DEN
ORD,COU,304,301,301,ORD-COU
FLL,SFO,303,301,301,FLL-SFO
MSP,BDL,301,300,300,MSP-BDL
BDL,MSP,300,301,300,BDL-MSP
CLT,ROC,301,300,300,CLT-ROC
RSW,CMH,300,300,300,RSW-CMH
CMH,RSW,300,300,300,CMH-RSW
BNA,LAS,300,300,300,BNA-LAS
ROC,CLT,300,301,300,ROC-CLT
LAS,BNA,300,300,300,LAS-BNA
SEA,PUW,299,300,299,SEA-PUW
ROC,LGA,299,300,299,ROC-LGA
LAW,DFW,299,299,299,LAW-DFW
SFO,MCO,299,299,299,SFO-MCO
LGA,ROC,300,299,299,LGA-ROC
DFW,LAW,299,299,299,DFW-LAW
PUW,SEA,300,299,299,PUW-SEA
MCO,SFO,299,299,299,MCO-SFO
CHO,LGA,298,298,298,CHO-LGA
TPA,CMH,299,298,298,TPA-CMH
LGA,CHO,298,298,298,LGA-CHO
CMH,TPA,298,299,298,CMH-TPA
CVG,BOS,297,298,297,CVG-BOS
BOS,CVG,298,297,297,BOS-CVG
PHL,JAX,297,296,296,PHL-JAX
CLE,DFW,296,302,296,CLE-DFW
JAX,PHL,296,297,296,JAX-PHL
DFW,CLE,302,296,296,DFW-CLE
IAH,SHV,296,295,295,IAH-SHV
SHV,IAH,295,296,295,SHV-IAH
MSP,RST,296,295,295,MSP-RST
MEM,DCA,298,295,295,MEM-DCA
MFR,LAX,295,297,295,MFR-LAX
LAX,MFR,297,295,295,LAX-MFR
DCA,MEM,295,298,295,DCA-MEM
RST,MSP,295,296,295,RST-MSP
PSP,SLC,294,294,294,PSP-SLC
SLC,PSP,294,294,294,SLC-PSP
PIT,DFW,294,294,294,PIT-DFW
DFW,PIT,294,294,294,DFW-PIT
ASE,DFW,293,313,293,ASE-DFW
DFW,ASE,313,293,293,DFW-ASE
CLT,AVP,294,293,293,CLT-AVP
ABQ,ORD,293,296,293,ABQ-ORD
AVP,CLT,293,294,293,AVP-CLT
ORD,ABQ,296,293,293,ORD-ABQ
LGA,BUF,294,293,293,LGA-BUF
BUF,LGA,293,294,293,BUF-LGA
BNA,PHX,295,292,292,BNA-PHX
DTW,ATW,294,292,292,DTW-ATW
PHX,BNA,292,295,292,PHX-BNA
ATW,DTW,292,294,292,ATW-DTW
JAX,IAH,291,293,291,JAX-IAH
IAH,JAX,293,291,291,IAH-JAX
MYR,ATL,289,289,289,MYR-ATL
ATL,MYR,289,289,289,ATL-MYR
DTW,HPN,289,288,288,DTW-HPN
SLC,BOS,289,288,288,SLC-BOS
BOS,SLC,288,289,288,BOS-SLC
HPN,DTW,288,289,288,HPN-DTW
DCA,PBI,287,289,287,DCA-PBI
JFK,DEN,288,287,287,JFK-DEN
RSW,MKE,296,287,287,RSW-MKE
DEN,JFK,287,288,287,DEN-JFK
PBI,DCA,289,287,287,PBI-DCA
MKE,RSW,287,296,287,MKE-RSW
IAH,BOS,288,286,286,IAH-BOS
SYR,CLT,286,288,286,SYR-CLT
LAX,SBP,287,286,286,LAX-SBP
CLT,SYR,288,286,286,CLT-SYR
CLE,RSW,286,286,286,CLE-RSW
IND,BOS,286,287,286,IND-BOS
TPA,PIT,286,295,286,TPA-PIT
PIT,TPA,295,286,286,PIT-TPA
BOS,IND,287,286,286,BOS-IND
RSW,CLE,286,286,286,RSW-CLE
BOS,IAH,286,288,286,BOS-IAH
SBP,LAX,286,287,286,SBP-LAX
RDU,MSP,285,285,285,RDU-MSP
MSP,RDU,285,285,285,MSP-RDU
LAS,IND,285,285,285,LAS-IND
IND,LAS,285,285,285,IND-LAS
ELP,ORD,286,284,284,ELP-ORD
ORD,ELP,284,286,284,ORD-ELP
OAJ,ATL,283,283,283,OAJ-ATL
CLT,JAN,284,283,283,CLT-JAN
ATL,OAJ,283,283,283,ATL-OAJ
JAN,CLT,283,284,283,JAN-CLT
TUS,LAS,283,282,282,TUS-LAS
DTW,AUS,284,282,282,DTW-AUS
LAS,TUS,282,283,282,LAS-TUS
TYS,IAH,282,283,282,TYS-IAH
BOS,CMH,282,283,282,BOS-CMH
CMH,BOS,283,282,282,CMH-BOS
IAH,TYS,283,282,282,IAH-TYS
AUS,DTW,282,284,282,AUS-DTW
SFO,BNA,283,281,281,SFO-BNA
BNA,SFO,281,283,281,BNA-SFO
JFK,IAD,280,281,280,JFK-IAD
IAD,JFK,281,280,280,IAD-JFK
ROC,BOS,280,280,280,ROC-BOS
BOS,ROC,280,280,280,BOS-ROC
FLL,MSP,280,279,279,FLL-MSP
LAS,MKE,279,290,279,LAS-MKE
ISP,PBI,279,279,279,ISP-PBI
MSP,FLL,279,280,279,MSP-FLL
MKE,LAS,290,279,279,MKE-LAS
PBI,ISP,279,279,279,PBI-ISP
SDF,DEN,277,278,277,SDF-DEN
GRB,MSP,277,278,277,GRB-MSP
CSG,ATL,277,277,277,CSG-ATL
MIA,LAS,277,277,277,MIA-LAS
MSP,GRB,278,277,277,MSP-GRB
MSP,RAP,278,277,277,MSP-RAP
LAS,MIA,277,277,277,LAS-MIA
ATL,CSG,277,277,277,ATL-CSG
RAP,MSP,277,278,277,RAP-MSP
DEN,SDF,278,277,277,DEN-SDF
DEN,JAC,276,276,276,DEN-JAC
DAY,DCA,276,276,276,DAY-DCA
DCA,DAY,276,276,276,DCA-DAY
JAC,DEN,276,276,276,JAC-DEN
SBA,LAX,275,276,275,SBA-LAX
MDT,DTW,275,275,275,MDT-DTW
CMH,MSP,275,276,275,CMH-MSP
SLC,AUS,275,275,275,SLC-AUS
PHX,DSM,276,275,275,PHX-DSM
MSP,CMH,276,275,275,MSP-CMH
DTW,MDT,275,275,275,DTW-MDT
AUS,SLC,275,275,275,AUS-SLC
LAX,SBA,276,275,275,LAX-SBA
DSM,PHX,275,276,275,DSM-PHX
FLL,CLE,274,276,274,FLL-CLE
CLE,FLL,276,274,274,CLE-FLL
CAE,DCA,274,282,274,CAE-DCA
DCA,CAE,282,274,274,DCA-CAE
IAD,MDT,273,273,273,IAD-MDT
ORD,SRQ,273,273,273,ORD-SRQ
SRQ,ORD,273,273,273,SRQ-ORD
MDT,IAD,273,273,273,MDT-IAD
IND,MIA,272,284,272,IND-MIA
RDU,MIA,272,272,272,RDU-MIA
MIA,IND,284,272,272,MIA-IND
FLL,PVD,275,272,272,FLL-PVD
PVD,FLL,272,275,272,PVD-FLL
MIA,RDU,272,272,272,MIA-RDU
LAS,PHL,271,271,271,LAS-PHL
PHL,LAS,271,271,271,PHL-LAS
STL,BWI,276,271,271,STL-BWI
BWI,STL,271,276,271,BWI-STL
PHL,SJU,270,270,270,PHL-SJU
IAD,TPA,271,270,270,IAD-TPA
PIH,SLC,270,270,270,PIH-SLC
RIC,MCO,270,272,270,RIC-MCO
MCO,RIC,272,270,270,MCO-RIC
SAV,EWR,275,270,270,SAV-EWR
OGG,KOA,270,270,270,OGG-KOA
SLC,GJT,270,272,270,SLC-GJT
SJU,PHL,270,270,270,SJU-PHL
KOA,OGG,270,270,270,KOA-OGG
TPA,IAD,270,271,270,TPA-IAD
SLC,PIH,270,270,270,SLC-PIH
EWR,SAV,270,275,270,EWR-SAV
GJT,SLC,272,270,270,GJT-SLC
DAL,FLL,270,271,270,DAL-FLL
FLL,DAL,271,270,270,FLL-DAL
DFW,DSM,270,269,269,DFW-DSM
CHS,IAD,269,272,269,CHS-IAD
PSP,DFW,269,269,269,PSP-DFW
MIA,CVG,269,269,269,MIA-CVG
DSM,DFW,269,270,269,DSM-DFW
LIT,DEN,269,272,269,LIT-DEN
CVG,MIA,269,269,269,CVG-MIA
IAD,CHS,272,269,269,IAD-CHS
DEN,LIT,272,269,269,DEN-LIT
DFW,PSP,269,269,269,DFW-PSP
MLB,CLT,268,270,268,MLB-CLT
GRB,DTW,270,268,268,GRB-DTW
SEA,TUS,269,268,268,SEA-TUS
TUS,SEA,268,269,268,TUS-SEA
AVP,PHL,269,268,268,AVP-PHL
BNA,MIA,269,268,268,BNA-MIA
PHL,AVP,268,269,268,PHL-AVP
DTW,GRB,268,270,268,DTW-GRB
CLT,MLB,270,268,268,CLT-MLB
MIA,BNA,268,269,268,MIA-BNA
LAS,FLL,267,267,267,LAS-FLL
FLL,LAS,267,267,267,FLL-LAS
RSW,IAH,267,269,267,RSW-IAH
IAH,RSW,269,267,267,IAH-RSW
MKK,HNL,268,267,267,MKK-HNL
TUS,SFO,267,267,267,TUS-SFO
RIC,FLL,267,267,267,RIC-FLL
FLL,RIC,267,267,267,FLL-RIC
HNL,MKK,267,268,267,HNL-MKK
SFO,TUS,267,267,267,SFO-TUS
OGG,PDX,266,268,266,OGG-PDX
PDX,OGG,268,266,266,PDX-OGG
JAC,SLC,266,266,266,JAC-SLC
MIA,PHX,266,269,266,MIA-PHX
PHX,MIA,269,266,266,PHX-MIA
SLC,JAC,266,266,266,SLC-JAC
MIA,PNS,266,265,265,MIA-PNS
CMH,MIA,265,266,265,CMH-MIA
BWI,SAN,265,272,265,BWI-SAN
PNS,MIA,265,266,265,PNS-MIA
MIA,CMH,266,265,265,MIA-CMH
SEA,KTN,269,265,265,SEA-KTN
KTN,SEA,265,269,265,KTN-SEA
CLT,SGF,265,265,265,CLT-SGF
SGF,CLT,265,265,265,SGF-CLT
SAN,BWI,272,265,265,SAN-BWI
CLE,LAS,264,266,264,CLE-LAS
LAS,CLE,266,264,264,LAS-CLE
SEA,DAL,265,264,264,SEA-DAL
JAX,IAD,264,264,264,JAX-IAD
MSO,DEN,265,264,264,MSO-DEN
SDF,IAH,264,264,264,SDF-IAH
IAD,JAX,264,264,264,IAD-JAX
BOI,PHX,264,264,264,BOI-PHX
CHS,LGA,267,264,264,CHS-LGA
DAL,SEA,264,265,264,DAL-SEA
PHX,BOI,264,264,264,PHX-BOI
LGA,CHS,264,267,264,LGA-CHS
DEN,MSO,264,265,264,DEN-MSO
IAH,SDF,264,264,264,IAH-SDF
CMH,BWI,263,266,263,CMH-BWI
IAH,PSP,264,263,263,IAH-PSP
SEA,BZN,263,263,263,SEA-BZN
BZN,SEA,263,263,263,BZN-SEA
PHX,CMH,265,263,263,PHX-CMH
PVD,ORD,263,269,263,PVD-ORD
ORD,PVD,269,263,263,ORD-PVD
CMH,PHX,263,265,263,CMH-PHX
SAN,CLT,263,263,263,SAN-CLT
PSP,IAH,263,264,263,PSP-IAH
BWI,CMH,266,263,263,BWI-CMH
CLT,SAN,263,263,263,CLT-SAN
PHL,CHS,264,262,262,PHL-CHS
PHX,SGU,263,262,262,PHX-SGU
HOU,MAF,262,263,262,HOU-MAF
CHS,PHL,262,264,262,CHS-PHL
FLL,HOU,262,264,262,FLL-HOU
MAF,HOU,263,262,262,MAF-HOU
MDW,SAN,272,262,262,MDW-SAN
SAN,MDW,262,272,262,SAN-MDW
HOU,BWI,262,265,262,HOU-BWI
BWI,HOU,265,262,262,BWI-HOU
SGU,PHX,262,263,262,SGU-PHX
HOU,FLL,264,262,262,HOU-FLL
IAD,ROC,262,261,261,IAD-ROC
MCO,HPN,261,261,261,MCO-HPN
PHX,BFL,262,261,261,PHX-BFL
BFL,PHX,261,262,261,BFL-PHX
ORD,SAV,261,265,261,ORD-SAV
PHX,MRY,264,261,261,PHX-MRY
HPN,MCO,261,261,261,HPN-MCO
CLT,MGM,261,261,261,CLT-MGM
BUF,FLL,261,263,261,BUF-FLL
FLL,BUF,263,261,261,FLL-BUF
ROC,IAD,261,262,261,ROC-IAD
SAV,ORD,265,261,261,SAV-ORD
MRY,PHX,261,264,261,MRY-PHX
MGM,CLT,261,261,261,MGM-CLT
DAL,TPA,260,265,260,DAL-TPA
PHX,GEG,262,260,260,PHX-GEG
GEG,PHX,260,262,260,GEG-PHX
BDL,RSW,262,260,260,BDL-RSW
TPA,DAL,265,260,260,TPA-DAL
IAH,BWI,263,260,260,IAH-BWI
BWI,IAH,260,263,260,BWI-IAH
RSW,BDL,260,262,260,RSW-BDL
DEN,FCA,260,259,259,DEN-FCA
LGB,PHX,259,259,259,LGB-PHX
PHX,LGB,259,259,259,PHX-LGB
SEA,KOA,260,259,259,SEA-KOA
LFT,ATL,259,259,259,LFT-ATL
ATL,PDX,259,259,259,ATL-PDX
DEN,MSN,259,259,259,DEN-MSN
SLC,MSO,259,259,259,SLC-MSO
BWI,CHS,260,259,259,BWI-CHS
MSO,SLC,259,259,259,MSO-SLC
PDX,ATL,259,259,259,PDX-ATL
CHS,BWI,259,260,259,CHS-BWI
PHX,DCA,261,259,259,PHX-DCA
MSN,DEN,259,259,259,MSN-DEN
DCA,PHX,259,261,259,DCA-PHX
FCA,DEN,259,260,259,FCA-DEN
ATL,LFT,259,259,259,ATL-LFT
KOA,SEA,259,260,259,KOA-SEA
CAE,IAD,258,258,258,CAE-IAD
FLL,IAD,258,258,258,FLL-IAD
DSM,CLT,258,260,258,DSM-CLT
FCA,SLC,258,260,258,FCA-SLC
HOU,TPA,258,260,258,HOU-TPA
ATL,PHF,258,258,258,ATL-PHF
SLC,FCA,260,258,258,SLC-FCA
PHF,ATL,258,258,258,PHF-ATL
IAD,FLL,258,258,258,IAD-FLL
DEN,LNK,258,261,258,DEN-LNK
CLT,DSM,260,258,258,CLT-DSM
TPA,HOU,260,258,258,TPA-HOU
LNK,DEN,261,258,258,LNK-DEN
IAD,CAE,258,258,258,IAD-CAE
AUS,MSY,259,257,257,AUS-MSY
CLT,ALB,258,257,257,CLT-ALB
ALB,CLT,257,258,257,ALB-CLT
AUS,MIA,257,258,257,AUS-MIA
MIA,AUS,258,257,257,MIA-AUS
ACY,FLL,257,257,257,ACY-FLL
SLC,TWF,257,325,257,SLC-TWF
MSY,AUS,257,259,257,MSY-AUS
FLL,ACY,257,257,257,FLL-ACY
TWF,SLC,325,257,257,TWF-SLC
DEN,IDA,256,256,256,DEN-IDA
MSN,ATL,256,256,256,MSN-ATL
DEN,LBB,256,257,256,DEN-LBB
PDX,DAL,256,258,256,PDX-DAL
SNA,ATL,256,256,256,SNA-ATL
ATL,MSN,256,256,256,ATL-MSN
BNA,MCI,258,256,256,BNA-MCI
IAH,HSV,256,256,256,IAH-HSV
MCI,BNA,256,258,256,MCI-BNA
ATL,SNA,256,256,256,ATL-SNA
DAL,PDX,258,256,256,DAL-PDX
HTS,CLT,256,256,256,HTS-CLT
LBB,DEN,257,256,256,LBB-DEN
CLT,HTS,256,256,256,CLT-HTS
HSV,IAH,256,256,256,HSV-IAH
IDA,DEN,256,256,256,IDA-DEN
ATL,DSM,255,255,255,ATL-DSM
EWR,MEM,255,258,255,EWR-MEM
SAV,IAD,255,259,255,SAV-IAD
IAD,SAV,259,255,255,IAD-SAV
DFW,SAF,255,255,255,DFW-SAF
SLC,BIL,255,256,255,SLC-BIL
EVV,ATL,255,255,255,EVV-ATL
SAF,DFW,255,255,255,SAF-DFW
ATL,EVV,255,255,255,ATL-EVV
MEM,EWR,258,255,255,MEM-EWR
DSM,ATL,255,255,255,DSM-ATL
BIL,SLC,256,255,255,BIL-SLC
BRO,DFW,255,254,254,BRO-DFW
LAS,CMH,254,257,254,LAS-CMH
CMH,LAS,257,254,254,CMH-LAS
OMA,LAS,254,258,254,OMA-LAS
LAS,OMA,258,254,254,LAS-OMA
DCA,HOU,261,254,254,DCA-HOU
HOU,DCA,254,261,254,HOU-DCA
PBI,DFW,255,254,254,PBI-DFW
DFW,BRO,254,255,254,DFW-BRO
JAX,DTW,255,254,254,JAX-DTW
DFW,PBI,254,255,254,DFW-PBI
DTW,JAX,254,255,254,DTW-JAX
PIT,MIA,253,253,253,PIT-MIA
SLC,FAT,253,253,253,SLC-FAT
IAD,BNA,253,254,253,IAD-BNA
BWI,PWM,253,253,253,BWI-PWM
BNA,IAD,254,253,253,BNA-IAD
MIA,PIT,253,253,253,MIA-PIT
PWM,BWI,253,253,253,PWM-BWI
FAT,SLC,253,253,253,FAT-SLC
ORD,TUS,252,252,252,ORD-TUS
SGF,DEN,252,253,252,SGF-DEN
VLD,ATL,252,252,252,VLD-ATL
DEN,SGF,253,252,252,DEN-SGF
DAL,LIT,253,252,252,DAL-LIT
PHX,PIT,253,252,252,PHX-PIT
CAK,ATL,252,253,252,CAK-ATL
IAD,GSO,252,252,252,IAD-GSO
FNT,ATL,252,253,252,FNT-ATL
GSO,IAD,252,252,252,GSO-IAD
ATL,PIA,252,252,252,ATL-PIA
LIT,DAL,252,253,252,LIT-DAL
ATL,MLI,252,252,252,ATL-MLI
PIA,ATL,252,252,252,PIA-ATL
LIH,SEA,252,254,252,LIH-SEA
IAD,SYR,254,252,252,IAD-SYR
ATL,FNT,253,252,252,ATL-FNT
AEX,DFW,252,253,252,AEX-DFW
ATL,VLD,252,252,252,ATL-VLD
SYR,IAD,252,254,252,SYR-IAD
TUS,ORD,252,252,252,TUS-ORD
PIT,PHX,252,253,252,PIT-PHX
SEA,LIH,254,252,252,SEA-LIH
MLI,ATL,252,252,252,MLI-ATL
DFW,AEX,253,252,252,DFW-AEX
ATL,CAK,253,252,252,ATL-CAK
MDT,ATL,251,251,251,MDT-ATL
ATL,MDT,251,251,251,ATL-MDT
TXK,DFW,251,251,251,TXK-DFW
LGA,TYS,251,253,251,LGA-TYS
ABE,CLT,251,251,251,ABE-CLT
ICT,ATL,251,251,251,ICT-ATL
ATL,SYR,251,251,251,ATL-SYR
FLL,AUS,252,251,251,FLL-AUS
ATL,ICT,251,251,251,ATL-ICT
